,id,Адрес,Название достопримечательности,Общая оценка,Кол-во отзывов,Тип достопримечательности,Достопримечательность,adress_for_scrap,Широта,Долгота
527,527,"Merdivenköy Mezarlığı, Стамбул 34000 Турция",Mansur Ali Baba Türbesi,4.0,1 отзыв,Культурные объекты и достопримечательности,86. Mansur Ali Baba Türbesi,"Mansur Ali Baba Türbesi, Istanbul, Turkiye",,
528,528,"Üsküdar Dr. Fahri Atabey Caddesi, Стамбул 34674 Турция",Saat Kulesi Üsküdar,5.0,1 отзыв,Культурные объекты и достопримечательности,87. Saat Kulesi Üsküdar,"Saat Kulesi Üsküdar, Istanbul, Turkiye",41.0199943,29.0186279
529,529,"Zeyrek, Ataturk Blv. No.17 Fatih, Стамбул 34083 Турция",Hasan Pasa,,,Исторические достопримечательности,88. Hasan Pasa,"Hasan Pasa, Istanbul, Turkiye",40.9895405,29.027847117623374
530,530,Подробнее,Tuzbaba Türbesi,3.5,3 отзыва,Культурные объекты и достопримечательности,89. Tuzbaba Türbesi,"Tuzbaba Türbesi, Istanbul, Turkiye",,
531,531,"16 Mart Sehitleri Caddesi No 3, Стамбул 34134 Турция",March 16th Martyrs,4.0,1 отзыв,Исторические достопримечательности,90. March 16th Martyrs,"March 16th Martyrs, Istanbul, Turkiye",41.01298186114949,28.96077606795697
532,532,"Hobyar Mahallesi, Arpacilar Cad. No: 1 Sirkeci, Стамбул 34112 Турция",Arpacilar Mosque,,,Культурные объекты и достопримечательности,91. Arpacilar Mosque,"Arpacilar Mosque, Istanbul, Turkiye",,
533,533,"Cami Kebir Sok. No.7 Eyup Merkez, Стамбул 34050 Турция",Sokollu Mehmet Pasa Turbesi,,,Культурные объекты и достопримечательности,92. Sokollu Mehmet Pasa Turbesi,"Sokollu Mehmet Pasa Turbesi, Istanbul, Turkiye",,
534,534,"Kalenderhane, Dede Efendi Cd. 2-4,, Стамбул 34134 Турция",Yesil Sutun Istanbulun Ortası,3.5,2 отзыва,Культурные объекты и достопримечательности,93. Yesil Sutun Istanbulun Ortası,"Yesil Sutun Istanbulun Ortası, Istanbul, Turkiye",,
535,535,"Üsküdar Nuhkuyusu caddesi çeşme, Стамбул 34000 Турция",Bağlarbaşındaki Tarihi Çeşme,4.5,2 отзыва,Культурные объекты и достопримечательности,94. Bağlarbaşındaki Tarihi Çeşme,"Bağlarbaşındaki Tarihi Çeşme, Istanbul, Turkiye",,
536,536,"Kandilli-Göksu Cd. No:19 Kandilli Mahallesi, Стамбул 34684 Турция",Count Ostrorog Mansion,4.0,1 отзыв,Культурные объекты и достопримечательности,95. Count Ostrorog Mansion,"Count Ostrorog Mansion, Istanbul, Turkiye",41.07561510215875,29.062688760491117
537,537,,Yenikapi Cibali Hamami,,,Исторические достопримечательности,96. Yenikapi Cibali Hamami,"Yenikapi Cibali Hamami, Istanbul, Turkiye",,
538,538,"Salacak, Doğancılar Cd., Üsküdar, Стамбул 34672 Турция",İbrahim Paşa Su Terazisi,5.0,1 отзыв,Культурные объекты и достопримечательности,97. İbrahim Paşa Su Terazisi,"İbrahim Paşa Su Terazisi, Istanbul, Turkiye",,
539,539,"Alemdar Cad No.22 Cankurtaran Mah, Стамбул 34110 Турция",Hamidiye Sebili,3.5,2 отзыва,Исторические достопримечательности,98. Hamidiye Sebili,"Hamidiye Sebili, Istanbul, Turkiye",41.0103612,28.9786076
540,540,Посетить веб-сайт,Imperial Gate Bab-i-Humayun,,,Культурные объекты и достопримечательности,99. Imperial Gate Bab-i-Humayun,"Imperial Gate Bab-i-Humayun, Istanbul, Turkiye",41.008614449999996,28.981463865180558
541,541,"Kocamustafapasa Mah. Haci Huseyin Aga Cami Sok. No: 1 Fatih, Стамбул 34098 Турция",Haci Huseyin Aga Camii,,,Культурные объекты и достопримечательности,100. Haci Huseyin Aga Camii,"Haci Huseyin Aga Camii, Istanbul, Turkiye",40.9970686,28.931185247351692
542,542,Подробнее,Serefabad Kasri Su Deposu,,,Исторические достопримечательности,101. Serefabad Kasri Su Deposu,"Serefabad Kasri Su Deposu, Istanbul, Turkiye",,
543,543,"Mimar Sinan Selmani Pak Cd / Üsküdar, Стамбул 34664 Турция",Selman Ağa Türbesi,4.0,1 отзыв,Культурные объекты и достопримечательности,102. Selman Ağa Türbesi,"Selman Ağa Türbesi, Istanbul, Turkiye",,
544,544,"Ayvansaray, Lavanta Sk. No:7 Fatih, Стамбул 34087 Турция",Yanbol Synagogue,,,Культурные объекты и достопримечательности,103. Yanbol Synagogue,"Yanbol Synagogue, Istanbul, Turkiye",,
545,545,"Orhaniye Cd. No:25 Hoca Pasa, Стамбул 34110 Турция",Muradiye Sebil Ve Cesmesi,,,Исторические достопримечательности,104. Muradiye Sebil Ve Cesmesi,"Muradiye Sebil Ve Cesmesi, Istanbul, Turkiye",,
546,546,,Former French Orphanage,5.0,1 отзыв,Древние руины,105. Former French Orphanage,"Former French Orphanage, Istanbul, Turkiye",,
547,547,"Itfaiye Cad No.52 Zeyrek Mah., Стамбул 34083 Турция",Ummu Gulsum Cami Civizade Mescidi,,,Культурные объекты и достопримечательности,106. Ummu Gulsum Cami Civizade Mescidi,"Ummu Gulsum Cami Civizade Mescidi, Istanbul, Turkiye",41.0184867,28.95692592163052
548,548,"Topkapi Palace, Стамбул 34122 Турция",Imperial Throne Hall,,,Культурные объекты и достопримечательности,107. Imperial Throne Hall,"Imperial Throne Hall, Istanbul, Turkiye",41.011344,28.9832034
549,549,,Sahin Mehmet Ali Pasha Mosque,3.0,1 отзыв,Культурные объекты и достопримечательности,108. Sahin Mehmet Ali Pasha Mosque,"Sahin Mehmet Ali Pasha Mosque, Istanbul, Turkiye",,
550,550,,Tomb of Sulta Bayezid 2,4.0,1 отзыв,Культурные объекты и достопримечательности,109. Tomb of Sulta Bayezid 2,"Tomb of Sulta Bayezid 2, Istanbul, Turkiye",,
551,551,"Doğancılar Cd. Üsküdar, Стамбул 34668 Турция",Nevşehirli Damat İbrahim Paşa Su Maksemi,5.0,1 отзыв,Культурные объекты и достопримечательности,110. Nevşehirli Damat İbrahim Paşa Su Maksemi,"Nevşehirli Damat İbrahim Paşa Su Maksemi, Istanbul, Turkiye",41.019782523309644,29.010759914028945
552,552,"Süleyman Demirel Bulvarı Mahmutbey Mall of İstanbul Avm, Стамбул 34490 Турция",Ottomanya Interaktif Osmanlı Müzesi,,,Культурные объекты и достопримечательности,111. Ottomanya Interaktif Osmanlı Müzesi,"Ottomanya Interaktif Osmanlı Müzesi, Istanbul, Turkiye",,
553,553,"Imrahor Ilyasbey Cad Yedikule Mah, Стамбул 34107 Турция",Kurkcubasi Haci Huseyin Aga Camii,4.0,1 отзыв,Исторические достопримечательности,112. Kurkcubasi Haci Huseyin Aga Camii,"Kurkcubasi Haci Huseyin Aga Camii, Istanbul, Turkiye",,
554,554,"Haci Kadin, Katip Celebi Cd. No:25 Fatih, Стамбул 34134 Турция",Hizir Bey Turbesi,,,Культурные объекты и достопримечательности,113. Hizir Bey Turbesi,"Hizir Bey Turbesi, Istanbul, Turkiye",,
555,555,"Iskenderpaşa, Eski Sarachane Sk. No:1 Fatih, Стамбул 34080 Турция",Amcazade Huseyin Pasa Kulliyesi,,,Исторические достопримечательности,114. Amcazade Huseyin Pasa Kulliyesi,"Amcazade Huseyin Pasa Kulliyesi, Istanbul, Turkiye",,
556,556,,Kirik Kemer (Egri Kemer),3.0,1 отзыв,Культурные объекты и достопримечательности,115. Kirik Kemer (Egri Kemer),"Kirik Kemer (Egri Kemer), Istanbul, Turkiye",,
557,557,,Horhor Cesmesi,4.0,2 отзыва,Исторические достопримечательности,116. Horhor Cesmesi,"Horhor Cesmesi, Istanbul, Turkiye",,
558,558,"Kirazli Mescit Sok. No.9 Fatih, Mollahusrev, Стамбул 34134 Турция",Kirazli Mescit Camii,,,Культурные объекты и достопримечательности,117. Kirazli Mescit Camii,"Kirazli Mescit Camii, Istanbul, Turkiye",41.01447081426379,28.96122782100409
559,559,,Katip Celebi Pier,5.0,1 отзыв,Специализированные и сувенирные магазины,118. Katip Celebi Pier,"Katip Celebi Pier, Istanbul, Turkiye",,
560,560,"Karacaahmet Mah, Nuhkuyusu Cd, Üsküdar, Стамбул 34668 Турция",Karacaahmet Nuh Kuyusu Su Terazisi,5.0,1 отзыв,Культурные объекты и достопримечательности,119. Karacaahmet Nuh Kuyusu Su Terazisi,"Karacaahmet Nuh Kuyusu Su Terazisi, Istanbul, Turkiye",,
561,561,"Hekimbası, Okul Cd. No:12, Стамбул 34766 Турция",Hekimbası Av Kosku,,,Культурные объекты и достопримечательности,120. Hekimbası Av Kosku,"Hekimbası Av Kosku, Istanbul, Turkiye",,
562,562,"Cibali, Cemalettin Efendi Sk. No:8 Fatih, Стамбул 34083 Турция",Sazeli Tekke Camii,,,Культурные объекты и достопримечательности,121. Sazeli Tekke Camii,"Sazeli Tekke Camii, Istanbul, Turkiye",,
563,563,"Cami Kebir Sok. No.4 Eyup Merkez, Стамбул 34050 Турция",Vezir Mirmiran Mehmed Aga,,,Культурные объекты и достопримечательности,122. Vezir Mirmiran Mehmed Aga,"Vezir Mirmiran Mehmed Aga, Istanbul, Turkiye",,
564,564,"Beyazit Fatih, Стамбул 34126 Турция",Ibrahim Muteferrika Aniti,4.0,1 отзыв,Культурные объекты и достопримечательности,123. Ibrahim Muteferrika Aniti,"Ibrahim Muteferrika Aniti, Istanbul, Turkiye",41.009722,28.9665055
565,565,"Yavuz Sultan Selim, Ayakapi Cd. No:2 Fatih, Стамбул 34083 Турция",Cumhuriyet Cesmesi,3.5,2 отзыва,Исторические достопримечательности,124. Cumhuriyet Cesmesi,"Cumhuriyet Cesmesi, Istanbul, Turkiye",41.0278007,28.956384930042017
566,566,"Karakol Arkasi Sok. No.3 Eyup Merkez, Стамбул 34050 Турция",Sultan Reşat Türbesi,,,Культурные объекты и достопримечательности,125. Sultan Reşat Türbesi,"Sultan Reşat Türbesi, Istanbul, Turkiye",,
567,567,"Molla Gurani Mah Fatih, Стамбул 34093 Турция",Softa Sinan Camii,,,Культурные объекты и достопримечательности,126. Softa Sinan Camii,"Softa Sinan Camii, Istanbul, Turkiye",41.0128389,28.9447092
568,568,"Nisanca Mah., Nalbant Cami Sok, No: 31 Fatih, Стамбул 34130 Турция",Nalbant Camii,,,Культурные объекты и достопримечательности,127. Nalbant Camii,"Nalbant Camii, Istanbul, Turkiye",40.828576,29.308515
569,569,"Koza Sk. No:8 Dervisali Mahallesi, Стамбул 34087 Турция",Kasımaga Aga Camii,,,Культурные объекты и достопримечательности,128. Kasımaga Aga Camii,"Kasımaga Aga Camii, Istanbul, Turkiye",41.02876055,28.9395046
570,570,,Ram,,,Культурные объекты и достопримечательности,129. Ram,"Ram, Istanbul, Turkiye",,
571,571,,Konstantinos ve Helene Kilisesi,,,Культурные объекты и достопримечательности,130. Konstantinos ve Helene Kilisesi,"Konstantinos ve Helene Kilisesi, Istanbul, Turkiye",,
572,572,"Mueyyedzade, Luleci Hendek Cad. No.69, Стамбул 34425 Турция",Matbah Emini Hasan aga Cesmesi,,,Культурные объекты и достопримечательности,131. Matbah Emini Hasan aga Cesmesi,"Matbah Emini Hasan aga Cesmesi, Istanbul, Turkiye",,
573,573,"Yavuz Sultan Selim, Seferikoz Sok. Fatih, Стамбул 34083 Турция",Sivrikoz Cesmesi,3.0,1 отзыв,Исторические достопримечательности,132. Sivrikoz Cesmesi,"Sivrikoz Cesmesi, Istanbul, Turkiye",,
574,574,"Hoca Giyasettin, Стамбул 34134 Турция",Rehabula Kadin Sebili,,,Исторические достопримечательности,133. Rehabula Kadin Sebili,"Rehabula Kadin Sebili, Istanbul, Turkiye",41.019722,28.9616858
575,575,"Suleymaniye Cad., Стамбул 34134 Турция",Seferaga Cesmesi,3.0,1 отзыв,Исторические достопримечательности,134. Seferaga Cesmesi,"Seferaga Cesmesi, Istanbul, Turkiye",,
576,576,,The Cibal Gate,,,Исторические достопримечательности,135. The Cibal Gate,"The Cibal Gate, Istanbul, Turkiye",,
577,577,Посетить веб-сайт,Baghdad Pavillion - Istanbul,,,Культурные объекты и достопримечательности,136. Baghdad Pavillion - Istanbul,"Baghdad Pavillion - Istanbul, Istanbul, Turkiye",,
578,578,"Yedikule, Imrahor Ilyesbey Cd. No.90, Стамбул 34107 Турция",Ussaki Camii,,,Культурные объекты и достопримечательности,137. Ussaki Camii,"Ussaki Camii, Istanbul, Turkiye",40.996521900000005,28.927371124545196
579,579,"Özbek Süleyman Efendi sokağı, Стамбул 34096 Турция",Karamani Piri Mehmet Paşa Camii,,Понедельник,Культурные объекты и достопримечательности,138. Karamani Piri Mehmet Paşa Camii,"Karamani Piri Mehmet Paşa Camii, Istanbul, Turkiye",41.01127725,28.94076195545039
580,580,"Darüşşafaka, Büyükdere Cd Sarıyer, Стамбул 34398 Турция",Maslak Kasırları,,,Культурные объекты и достопримечательности,139. Maslak Kasırları,"Maslak Kasırları, Istanbul, Turkiye",41.119128599999996,29.02558285181174
581,581,"Topkapı Palace, Стамбул 34122 Турция",Gate of Salutation,,,Культурные объекты и достопримечательности,140. Gate of Salutation,"Gate of Salutation, Istanbul, Turkiye",41.01139765,28.983235376154074
582,582,Посетить веб-сайт,Iftar Pavillion - Istanbul,,,Культурные объекты и достопримечательности,141. Iftar Pavillion - Istanbul,"Iftar Pavillion - Istanbul, Istanbul, Turkiye",,
583,583,Подробнее,Horhor Çeşmesi,,Понедельник,Культурные объекты и достопримечательности,142. Horhor Çeşmesi,"Horhor Çeşmesi, Istanbul, Turkiye",,
584,584,"Topkapi Palace, Стамбул 34122 Турция",Imperial Council Hall,,,Культурные объекты и достопримечательности,143. Imperial Council Hall,"Imperial Council Hall, Istanbul, Turkiye",41.011344,28.9832034
585,585,,Gate of Felicity,,,Культурные объекты и достопримечательности,144. Gate of Felicity,"Gate of Felicity, Istanbul, Turkiye",41.01262335,28.984348606995514
586,586,,Gate to the Bosphorus,,,Культурные объекты и достопримечательности,145. Gate to the Bosphorus,"Gate to the Bosphorus, Istanbul, Turkiye",,
587,587,,Swan Fountain at Dolmabahce Palace,,,Культурные объекты и достопримечательности,146. Swan Fountain at Dolmabahce Palace,"Swan Fountain at Dolmabahce Palace, Istanbul, Turkiye",,
588,588,"Topkapi Palace, Стамбул 34122 Турция",Outer Imperial Treasury,,,Культурные объекты и достопримечательности,147. Outer Imperial Treasury,"Outer Imperial Treasury, Istanbul, Turkiye",41.012683800000005,28.98366284011336
589,589,"Dolmabahçe Cd Dolmabahce Palace, Стамбул 34357 Турция",Imperial Gate,,,Культурные объекты и достопримечательности,148. Imperial Gate,"Imperial Gate, Istanbul, Turkiye",41.008614449999996,28.981463865180558
590,590,"Dolmabahçe Cd Dolmabahce Palace, Стамбул 34357 Турция",Gate of the Treasury,,,Культурные объекты и достопримечательности,149. Gate of the Treasury,"Gate of the Treasury, Istanbul, Turkiye",,
591,591,Посетить веб-сайт,Thecocona Cosmetics,,Воскресенье,Культурные объекты и достопримечательности,150. Thecocona Cosmetics,"Thecocona Cosmetics, Istanbul, Turkiye",,
592,592,"Haskoy Cad. No: 5 Beyoglu, Haskoy, Стамбул 34445 Турция",Музей Рахми М. Коча,4.5,1646 отзывов,Специализированные музеи,1. Музей Рахми М. Коча,"Музей Рахми М. Коча, Istanbul, Turkiye",,
593,593,"Cukurcuma Caddesi, Dalgic Cikmazi, 2 Beyoğlu, Стамбул 34425 Турция",Museum of Innocence,4.5,630 отзывов,Специализированные музеи,2. Museum of Innocence,"Museum of Innocence, Istanbul, Turkiye",41.0308716,28.9797952
594,594,"Ferahevler Mah. Nuri Pasa Cad. No:81 Tarabya, Стамбул 34457 Турция",Ural Ataman Classic Car Museum,5.0,643 отзыва,Специализированные музеи,3. Ural Ataman Classic Car Museum,"Ural Ataman Classic Car Museum, Istanbul, Turkiye",41.1281146,29.04783824422738
595,595,"Sakip Sabanci Caddesi, No. 42, Стамбул 34467 Турция",Музей Сакип Сабанчи,4.5,601 отзыв,Специализированные музеи,4. Музей Сакип Сабанчи,"Музей Сакип Сабанчи, Istanbul, Turkiye",41.106019,29.0556289
596,596,"Meşrutiyet Caddesi No.65 Tepebaşı, Стамбул 34430 Турция",Pera Museum,4.5,332 отзыва,Специализированные музеи,5. Pera Museum,"Pera Museum, Istanbul, Turkiye",41.031803100000005,28.975203788458934
597,597,"Dr. Zeki Zeren Sokağı No:17 Ömerpaşa Caddesi, Стамбул 34730 Турция",Istanbul Toy Museum,4.5,330 отзывов,Специализированные музеи,6. Istanbul Toy Museum,"Istanbul Toy Museum, Istanbul, Turkiye",40.975953450000006,29.070706650000005
598,598,"Istiklal Cad no: 56/58, Стамбул 34440 Турция",Madame Tussauds İstanbul,4.5,260 отзывов,Специализированные музеи,7. Madame Tussauds İstanbul,"Madame Tussauds İstanbul, Istanbul, Turkiye",41.0346433,28.9798364
599,599,"Bankalar Caddesi 11, Стамбул 34421 Турция","SALT Galata, Istanbul",4.5,99 отзывов,Специализированные музеи,"8. SALT Galata, Istanbul","SALT Galata, Istanbul, Istanbul, Turkiye",41.023807250000004,28.973456704504752
600,600,"Baltalimani Hisar Street, Perili Kosk No:5 Rumelihisarı / Sarıyer, Стамбул 34470 Турция",Borusan Contemporary,4.5,145 отзывов,Специализированные музеи,9. Borusan Contemporary,"Borusan Contemporary, Istanbul, Turkiye",41.0892526,29.0565723
601,601,"İstiklal Cd. No:180 D:4B Narmanlı Han, Стамбул 34430 Турция",Museum Of Illusions Istanbul,4.0,52 отзыва,Специализированные музеи,10. Museum Of Illusions Istanbul,"Museum Of Illusions Istanbul, Istanbul, Turkiye",,
602,602,Подробнее,Ataturk Museum,4.5,45 отзывов,Специализированные музеи,11. Ataturk Museum,"Ataturk Museum, Istanbul, Turkiye",41.05640445,28.98721275
603,603,"Can Kurtaran Mah. Alemdar Cad. Ahirlar Binasi Gulhaneparki, Стамбул 34112 Турция",Istanbul Museum of The History of Science & Technology in Islam,4.0,216 отзывов,Специализированные музеи,12. Istanbul Museum of The History of Science & Technology in Islam,"Istanbul Museum of The History of Science & Technology in Islam, Istanbul, Turkiye",41.0132188,28.9789678
604,604,Подробнее,Isbank Museum,4.5,83 отзыва,Специализированные музеи,13. Isbank Museum,"Isbank Museum, Istanbul, Turkiye",41.01609395,28.972600892444845
605,605,"Asiyan Yokusu, Стамбул 34342 Турция",Asiyan Museum,4.5,38 отзывов,Специализированные музеи,14. Asiyan Museum,"Asiyan Museum, Istanbul, Turkiye",41.08265755,29.053451849771875
606,606,Подробнее,Milli Saraylar Resim Muzesi,4.5,41 отзыв,Специализированные музеи,15. Milli Saraylar Resim Muzesi,"Milli Saraylar Resim Muzesi, Istanbul, Turkiye",41.03966320000001,29.002722447372626
607,607,"Sultanahmet Meydani Topkapi Sarayi 1. Avlusu Sultanahmet, Fatih, Стамбул 34122 Турция",Музей в церкви св. Ирины,3.5,420 отзывов,Специализированные музеи,16. Музей в церкви св. Ирины,"Музей в церкви св. Ирины, Istanbul, Turkiye",,
608,608,"Sirkeci Gar Eminönü, Стамбул 34110 Турция",Istanbul Railway Museum,4.0,41 отзыв,Специализированные музеи,17. Istanbul Railway Museum,"Istanbul Railway Museum, Istanbul, Turkiye",41.0151986,28.9766826
609,609,Посетить веб-сайт,Santral Istanbul Energy Museum,4.5,37 отзывов,Специализированные музеи,18. Santral Istanbul Energy Museum,"Santral Istanbul Energy Museum, Istanbul, Turkiye",,
610,610,"Ferah Yolu Sk., 34000 Üsküdar, Стамбул 34000 Турция",Museum of Islamic Civilization,4.5,7 отзывов,Специализированные музеи,19. Museum of Islamic Civilization,"Museum of Islamic Civilization, Istanbul, Turkiye",41.034454350000004,29.0726893
611,611,"D-100 Kuzey Yanyolu, Стамбул 34315 Турция",İstanbul Robot Müzesi,5.0,17 отзывов,Специализированные музеи,20. İstanbul Robot Müzesi,"İstanbul Robot Müzesi, Istanbul, Turkiye",40.9825453,28.7285492
612,612,"Dolmabahçe St. 1, Historical Gate Vodafone Park, Beşiktaş, Стамбул 34357 Турция",Besiktas JK Museum,4.5,22 отзыва,Специализированные музеи,21. Besiktas JK Museum,"Besiktas JK Museum, Istanbul, Turkiye",,
613,613,"Hurriyet Mah. Cemil Bengu cad.No.21 Caglayan Istanbul, Стамбул 34403 Турция",Hisart Canli Tarih Muzesi,5.0,26 отзывов,Специализированные музеи,22. Hisart Canli Tarih Muzesi,"Hisart Canli Tarih Muzesi, Istanbul, Turkiye",,
614,614,"Bereketzade Mah. Buyuk Hendek Cad. No: 39 Beyoglu, Next to Neve Salom Sinagogue, Стамбул 34421 Турция",The Quincentennial Foundation Museum of Turkish Jews,4.5,25 отзывов,Специализированные музеи,23. The Quincentennial Foundation Museum of Turkish Jews,"The Quincentennial Foundation Museum of Turkish Jews, Istanbul, Turkiye",,
615,615,Подробнее,Saray Koleksiyonlari Museum,4.5,34 отзыва,Специализированные музеи,24. Saray Koleksiyonlari Museum,"Saray Koleksiyonlari Museum, Istanbul, Turkiye",41.04121,29.004119
616,616,Подробнее,PTT Museum,4.5,21 отзыв,Специализированные музеи,25. PTT Museum,"PTT Museum, Istanbul, Turkiye",41.0147153,28.9738991
617,617,Подробнее,Yildiz Palace Museum,3.0,62 отзыва,Специализированные музеи,26. Yildiz Palace Museum,"Yildiz Palace Museum, Istanbul, Turkiye",,
618,618,"Bağdat Cd. No:1 Zuhtupasa Mahallesi, Стамбул 34724 Турция",Fenerbahce Muzesi,5.0,3 отзыва,Специализированные музеи,27. Fenerbahce Muzesi,"Fenerbahce Muzesi, Istanbul, Turkiye",40.984869679619294,29.0392687637103
619,619,"Beyazıt ç.Nuruosmaniye cd Sandal bedesteni sokak Sandal Bedesteni No 3, Стамбул 34126 Турция",Parfumane Perfume Museum & Gallery,5.0,4 отзыва,Специализированные музеи,28. Parfumane Perfume Museum & Gallery,"Parfumane Perfume Museum & Gallery, Istanbul, Turkiye",,
620,620,,Galatasaray Stadyum Müzesi,5.0,2 отзыва,Специализированные музеи,29. Galatasaray Stadyum Müzesi,"Galatasaray Stadyum Müzesi, Istanbul, Turkiye",,
621,621,"Kadıköy, Hasanpaşa, Стамбул 34734 Турция",Müze Gazhane,4.5,5 отзывов,Специализированные музеи,30. Müze Gazhane,"Müze Gazhane, Istanbul, Turkiye",40.99682225,29.042973602944333
622,622,"Demirtas Mah. Kepenekci Sok. No: 6/A, Стамбул 34134 Турция",Hilye-i Serif ve Tesbih Muzesi,4.5,9 отзывов,Специализированные музеи,31. Hilye-i Serif ve Tesbih Muzesi,"Hilye-i Serif ve Tesbih Muzesi, Istanbul, Turkiye",,
623,623,"Улица Истикляль, 90, Стамбул 34435 Турция",Galatasaray Muzesi,5.0,2 отзыва,Специализированные музеи,32. Galatasaray Muzesi,"Galatasaray Muzesi, Istanbul, Turkiye",41.0334816,28.9769398
624,624,"Ornektepe, Imrahor Cd. No:7, Стамбул 34445 Турция",Miniaturk,5.0,4 отзыва,Специализированные музеи,33. Miniaturk,"Miniaturk, Istanbul, Turkiye",41.05996605,28.948769744338
625,625,Посетить веб-сайт,Balat Oyuncak Müzesi,4.5,15 отзывов,Специализированные музеи,34. Balat Oyuncak Müzesi,"Balat Oyuncak Müzesi, Istanbul, Turkiye",,
626,626,"Kapalıçarşı, Kuyumcular caddesi No: 33-35, Стамбул 34120 Турция",Boybeyi Chukur Tower,5.0,9 отзывов,Специализированные музеи,35. Boybeyi Chukur Tower,"Boybeyi Chukur Tower, Istanbul, Turkiye",,
627,627,"Adile Sultan Kasrı Öğretmenevi ve Akşam Sanat Okulu, Стамбул 34662 Турция",Hababam Sınıfı Müzesi,3.0,7 отзывов,Специализированные музеи,36. Hababam Sınıfı Müzesi,"Hababam Sınıfı Müzesi, Istanbul, Turkiye",41.0136158,29.0419533
628,628,Подробнее,Balmumu Heykel Muzesi,4.0,11 отзывов,Специализированные музеи,37. Balmumu Heykel Muzesi,"Balmumu Heykel Muzesi, Istanbul, Turkiye",,
629,629,Посетить веб-сайт,Maslak Kasirlari,4.5,3 отзыва,Специализированные музеи,38. Maslak Kasirlari,"Maslak Kasirlari, Istanbul, Turkiye",41.119128599999996,29.02558285181174
630,630,Подробнее,Rezan Has Museum,4.0,15 отзывов,Специализированные музеи,39. Rezan Has Museum,"Rezan Has Museum, Istanbul, Turkiye",41.0252799,28.9584325
631,631,Посетить веб-сайт,II. Bayezid Turk Hamam Kulturu Muzesi,4.5,6 отзывов,Специализированные музеи,40. II. Bayezid Turk Hamam Kulturu Muzesi,"II. Bayezid Turk Hamam Kulturu Muzesi, Istanbul, Turkiye",41.0099458,28.9615545
632,632,"Kılıçali Paşa Mahallesi, Akarsu Yokuşu Sokak, No:30 Cihangir, Beyoğlu, Стамбул 34433 Турция",Orhan Kemal Müzesi,4.0,8 отзывов,Специализированные музеи,41. Orhan Kemal Müzesi,"Orhan Kemal Müzesi, Istanbul, Turkiye",41.0305795,28.98360780394637
633,633,Подробнее,Museum of Adam Mickiewicz,3.5,7 отзывов,Специализированные музеи,42. Museum of Adam Mickiewicz,"Museum of Adam Mickiewicz, Istanbul, Turkiye",,
634,634,,Tulip Museum,3.5,5 отзывов,Специализированные музеи,43. Tulip Museum,"Tulip Museum, Istanbul, Turkiye",,
635,635,Позвонить,The House of Ismail Dede,4.5,4 отзыва,Специализированные музеи,44. The House of Ismail Dede,"The House of Ismail Dede, Istanbul, Turkiye",,
636,636,Подробнее,Turvak Theater Museum,5.0,4 отзыва,Специализированные музеи,45. Turvak Theater Museum,"Turvak Theater Museum, Istanbul, Turkiye",,
637,637,"Merkez Mahallesi, Carsi Sokak, No:4 Mimarsinan, Стамбул 34535 Турция",Dunya Kostum Muzesi,5.0,2 отзыва,Специализированные музеи,46. Dunya Kostum Muzesi,"Dunya Kostum Muzesi, Istanbul, Turkiye",,
638,638,Посетить веб-сайт,Proje4L Elgiz Museum of Contemporary Art,4.5,7 отзывов,Специализированные музеи,47. Proje4L Elgiz Museum of Contemporary Art,"Proje4L Elgiz Museum of Contemporary Art, Istanbul, Turkiye",,
639,639,,Eyüpsultan Türbe Hamamı Müzesi,5.0,2 отзыва,Специализированные музеи,48. Eyüpsultan Türbe Hamamı Müzesi,"Eyüpsultan Türbe Hamamı Müzesi, Istanbul, Turkiye",,
640,640,Позвонить,Mubadele Museum,4.0,7 отзывов,Специализированные музеи,49. Mubadele Museum,"Mubadele Museum, Istanbul, Turkiye",41.1437529,28.4572273
641,641,Подробнее,Fire-Fighters Museum,4.0,4 отзыва,Специализированные музеи,50. Fire-Fighters Museum,"Fire-Fighters Museum, Istanbul, Turkiye",,
642,642,Подробнее,Karikatur ve Mizah Muzesi,,1 отзыв,Специализированные музеи,51. Karikatur ve Mizah Muzesi,"Karikatur ve Mizah Muzesi, Istanbul, Turkiye",,
643,643,Подробнее,Cumhuriyet Training Museum,5.0,1 отзыв,Специализированные музеи,52. Cumhuriyet Training Museum,"Cumhuriyet Training Museum, Istanbul, Turkiye",,
644,644,"Kazim Karabekir Sokak No: 4/2 Kadikoy, Erenkoy, Стамбул 34070 Турция",Kazim Karabekir Pasa Muzesi,4.0,1 отзыв,Специализированные музеи,53. Kazim Karabekir Pasa Muzesi,"Kazim Karabekir Pasa Muzesi, Istanbul, Turkiye",40.96826905,29.07859293530008
645,645,"Mimar Kemalettin Ordu Caddesi Fatih, Стамбул 34080 Турция",Istanbul Universitesi Ridvan Celikel Arkeoloji Muzesi,4.5,2 отзыва,Специализированные музеи,54. Istanbul Universitesi Ridvan Celikel Arkeoloji Muzesi,"Istanbul Universitesi Ridvan Celikel Arkeoloji Muzesi, Istanbul, Turkiye",41.0098561,28.9601156
